"Macaparana","Macaparana"
"Limoeiro","Limoeiro"
"Manari","Manari"
"Mirandiba","Mirandiba"
"Moreilândia","Moreilândia"
"Maraial","Maraial"
"Moreno","Moreno"
"Nazaré da Mata","Nazaré da Mata"
"Orobó","Orobó"
"Olinda","Olinda"
"Ouricuri","Ouricuri"
"Palmeirina","Palmeirina"
"Orocó","Orocó"
"Panelas","Panelas"
"Paranatama","Paranatama"
"Passira","Passira"
"Palmares","Palmares"
"Parnamirim","Parnamirim"
"Paudalho","Paudalho"
"Paulista","Paulista"
"Pesqueira","Pesqueira"
"Petrolândia","Petrolândia"
"Pedra","Pedra"
"Petrolina","Petrolina"
"Pombos","Pombos"
"Poção","Poção"
"Primavera","Primavera"
"Recife","Recife"
"Quipapá","Quipapá"
"Quixaba","Quixaba"
"Riacho das Almas","Riacho das Almas"
"Sairé","Sairé"
"Rio Formoso","Rio Formoso"
"Salgadinho","Salgadinho"
"Ribeirão","Ribeirão"
"Saloá","Saloá"
"Salgueiro","Salgueiro"
"Santa Cruz","Santa Cruz"
"Santa Cruz da Baixa Verde","Santa Cruz da Baixa Verde"
"Santa Cruz do Capibaribe","Santa Cruz do Capibaribe"
"Santa Filomena","Santa Filomena"
"Santa Maria da Boa Vista","Santa Maria da Boa Vista"
"São Benedito do Sul","São Benedito do Sul"
"Sanharó","Sanharó"
"Santa Maria do Cambucá","Santa Maria do Cambucá"
"São Caitano","São Caitano"
"Santa Terezinha","Santa Terezinha"
"São Bento do Una","São Bento do Una"
"São Joaquim do Monte","São Joaquim do Monte"
"São João","São João"
"São José do Belmonte","São José do Belmonte"
"São José da Coroa Grande","São José da Coroa Grande"
"São José do Egito","São José do Egito"
"São Vicente Férrer","São Vicente Férrer"
"São Lourenço da Mata","São Lourenço da Mata"
"Sertânia","Sertânia"
"Serra Talhada","Serra Talhada"
"Serrita","Serrita"
"Sirinhaém","Sirinhaém"
"Tabira","Tabira"
"Surubim","Surubim"
"Tacaimbó","Tacaimbó"
"Tamandaré","Tamandaré"
"Taquaritinga do Norte","Taquaritinga do Norte"
"Terezinha","Terezinha"
"Solidão","Solidão"
"Terra Nova","Terra Nova"
"Toritama","Toritama"
"Timbaúba","Timbaúba"
"Tracunhaém","Tracunhaém"
"Tacaratu","Tacaratu"
"Tupanatinga","Tupanatinga"
"Triunfo","Triunfo"
"Trindade","Trindade"
"Venturosa","Venturosa"
"Vertente do Lério","Vertente do Lério"
"Vertentes","Vertentes"
"Tuparetama","Tuparetama"
"Vitória de Santo Antão","Vitória de Santo Antão"
"Vicência","Vicência"
"Verdejante","Verdejante"
"Anadia","Anadia"
"Xexéu","Xexéu"
"Arapiraca","Arapiraca"
"Água Branca","Água Branca"
"Barra de São Miguel","Barra de São Miguel"
"Barra de Santo Antônio","Barra de Santo Antônio"
"Belém","Belém"
"Batalha","Batalha"
"Belo Monte","Belo Monte"
"Cacimbinhas","Cacimbinhas"
"Boca da Mata","Boca da Mata"
"Cajueiro","Cajueiro"
"Atalaia","Atalaia"
"Branquinha","Branquinha"
"Campo Alegre","Campo Alegre"
"Campestre","Campestre"
"Capela","Capela"
"Canapi","Canapi"
"Campo Grande","Campo Grande"
"Chã Preta","Chã Preta"
"Colônia Leopoldina","Colônia Leopoldina"
"Coité do Nóia","Coité do Nóia"
"Carneiros","Carneiros"
"Coqueiro Seco","Coqueiro Seco"
"Delmiro Gouveia","Delmiro Gouveia"
"Coruripe","Coruripe"
"Estrela de Alagoas","Estrela de Alagoas"
"Craíbas","Craíbas"
"Dois Riachos","Dois Riachos"
"Feliz Deserto","Feliz Deserto"
"Girau do Ponciano","Girau do Ponciano"
"Flexeiras","Flexeiras"
"Feira Grande","Feira Grande"
"Igaci","Igaci"
"Ibateguara","Ibateguara"
"Igreja Nova","Igreja Nova"
"Jacaré dos Homens","Jacaré dos Homens"
"Jacuípe","Jacuípe"
"Japaratinga","Japaratinga"
"Jequiá da Praia","Jequiá da Praia"
"Inhapi","Inhapi"
"Jaramataia","Jaramataia"
"Joaquim Gomes","Joaquim Gomes"
"Lagoa da Canoa","Lagoa da Canoa"
"Junqueiro","Junqueiro"
"Limoeiro de Anadia","Limoeiro de Anadia"
"Maceió","Maceió"
"Major Isidoro","Major Isidoro"
"Jundiá","Jundiá"
"Maragogi","Maragogi"
"Mar Vermelho","Mar Vermelho"
"Marechal Deodoro","Marechal Deodoro"
"Maravilha","Maravilha"
"Mata Grande","Mata Grande"
"Maribondo","Maribondo"
"Minador do Negrão","Minador do Negrão"
"Matriz de Camaragibe","Matriz de Camaragibe"
"Monteirópolis","Monteirópolis"
"Murici","Murici"
"Novo Lino","Novo Lino"
"Olho d'Água das Flores","Olho d'Água das Flores"
"Messias","Messias"
"Olho d'Água do Casado","Olho d'Água do Casado"
"Ouro Branco","Ouro Branco"
"Olivença","Olivença"
"Olho d'Água Grande","Olho d'Água Grande"
"Palmeira dos Índios","Palmeira dos Índios"
"Pão de Açúcar","Pão de Açúcar"
"Palestina","Palestina"
"Paripueira","Paripueira"
"Paulo Jacinto","Paulo Jacinto"
"Passo de Camaragibe","Passo de Camaragibe"
"Pariconha","Pariconha"
"Piaçabuçu","Piaçabuçu"
"Penedo","Penedo"
"Pilar","Pilar"
"Pindoba","Pindoba"
"Poço das Trincheiras","Poço das Trincheiras"
"Porto de Pedras","Porto de Pedras"
"Piranhas","Piranhas"
"Porto Calvo","Porto Calvo"
"Porto Real do Colégio","Porto Real do Colégio"
"Rio Largo","Rio Largo"
"Quebrangulo","Quebrangulo"
"Santa Luzia do Norte","Santa Luzia do Norte"
"Santana do Mundaú","Santana do Mundaú"
"Roteiro","Roteiro"
"Santana do Ipanema","Santana do Ipanema"
"São José da Tapera","São José da Tapera"
"São Luís do Quitunde","São Luís do Quitunde"
"São Brás","São Brás"
"São José da Laje","São José da Laje"
"São Miguel dos Campos","São Miguel dos Campos"
"São Miguel dos Milagres","São Miguel dos Milagres"
"Satuba","Satuba"
"Tanque d'Arca","Tanque d'Arca"
"Senador Rui Palmeira","Senador Rui Palmeira"
"Taquarana","Taquarana"
"Teotônio Vilela","Teotônio Vilela"
"União dos Palmares","União dos Palmares"
"Amparo de São Francisco","Amparo de São Francisco"
"Traipu","Traipu"
"São Sebastião","São Sebastião"
"Arauá","Arauá"
"Aquidabã","Aquidabã"
"Areia Branca","Areia Branca"
"Viçosa","Viçosa"
"Barra dos Coqueiros","Barra dos Coqueiros"
"Aracaju","Aracaju"
"Boquim","Boquim"
"Campo do Brito","Campo do Brito"
"Canindé de São Francisco","Canindé de São Francisco"
"Brejo Grande","Brejo Grande"
"Canhoba","Canhoba"
"Carmópolis","Carmópolis"
"Cedro de São João","Cedro de São João"
"Carira","Carira"
"Capela","Capela"
"Cristinápolis","Cristinápolis"
"Estância","Estância"
"Cumbe","Cumbe"
"Frei Paulo","Frei Paulo"
"General Maynard","General Maynard"
"Divina Pastora","Divina Pastora"
"Gararu","Gararu"
"Feira Nova","Feira Nova"
"Gracho Cardoso","Gracho Cardoso"
"Itabaiana","Itabaiana"
"Itabaianinha","Itabaianinha"
"Itabi","Itabi"
"Ilha das Flores","Ilha das Flores"
"Itaporanga d'Ajuda","Itaporanga d'Ajuda"
"Indiaroba","Indiaroba"
"Japaratuba","Japaratuba"
"Laranjeiras","Laranjeiras"
"Macambira","Macambira"
"Lagarto","Lagarto"
"Japoatã","Japoatã"
"Malhada dos Bois","Malhada dos Bois"
"Maruim","Maruim"
"Malhador","Malhador"
"Moita Bonita","Moita Bonita"
"Monte Alegre de Sergipe","Monte Alegre de Sergipe"
"Muribeca","Muribeca"
"Neópolis","Neópolis"
"Nossa Senhora Aparecida","Nossa Senhora Aparecida"
"Nossa Senhora de Lourdes","Nossa Senhora de Lourdes"
"Nossa Senhora da Glória","Nossa Senhora da Glória"
"Nossa Senhora do Socorro","Nossa Senhora do Socorro"
"Nossa Senhora das Dores","Nossa Senhora das Dores"
"Pedrinhas","Pedrinhas"
"Pedra Mole","Pedra Mole"
"Pacatuba","Pacatuba"
"Poço Redondo","Poço Redondo"
"Pinhão","Pinhão"
"Poço Verde","Poço Verde"
"Pirambu","Pirambu"
"Propriá","Propriá"
"Riachão do Dantas","Riachão do Dantas"
"Riachuelo","Riachuelo"
"Porto da Folha","Porto da Folha"
"Rosário do Catete","Rosário do Catete"
"Salgado","Salgado"
"Ribeirópolis","Ribeirópolis"
"Santa Luzia do Itanhy","Santa Luzia do Itanhy"
"Santana do São Francisco","Santana do São Francisco"
"Santo Amaro das Brotas","Santo Amaro das Brotas"
"São Cristóvão","São Cristóvão"
"Santa Rosa de Lima","Santa Rosa de Lima"
"São Francisco","São Francisco"
"São Domingos","São Domingos"
"Siriri","Siriri"
"São Miguel do Aleixo","São Miguel do Aleixo"
"Tobias Barreto","Tobias Barreto"
"Simão Dias","Simão Dias"
"Tomar do Geru","Tomar do Geru"
"Telha","Telha"
"Abaíra","Abaíra"
"Acajutiba","Acajutiba"
"Abaré","Abaré"
"Adustina","Adustina"
"Água Fria","Água Fria"
"Alcobaça","Alcobaça"
"Aiquara","Aiquara"
"Umbaúba","Umbaúba"
"Alagoinhas","Alagoinhas"
"Amélia Rodrigues","Amélia Rodrigues"
"América Dourada","América Dourada"
"Amargosa","Amargosa"
"Anagé","Anagé"
"Almadina","Almadina"
"Andorinha","Andorinha"
"Andaraí","Andaraí"
"Antas","Antas"
"Angical","Angical"
"Antônio Cardoso","Antônio Cardoso"
"Anguera","Anguera"
"Antônio Gonçalves","Antônio Gonçalves"
"Araçás","Araçás"
"Apuarema","Apuarema"
"Aporá","Aporá"
"Aracatu","Aracatu"
"Arataca","Arataca"
"Aramari","Aramari"
"Aurelino Leal","Aurelino Leal"
"Aratuípe","Aratuípe"
"Baianópolis","Baianópolis"
"Baixa Grande","Baixa Grande"
"Barra","Barra"
"Banzaê","Banzaê"
"Barra da Estiva","Barra da Estiva"
"Barra do Choça","Barra do Choça"
"Barra do Rocha","Barra do Rocha"
"Barra do Mendes","Barra do Mendes"
"Barro Alto","Barro Alto"
"Barreiras","Barreiras"
"Barro Preto","Barro Preto"
"Araci","Araci"
"Barrocas","Barrocas"
"Biritinga","Biritinga"
"Belo Campo","Belo Campo"
"Bom Jesus da Serra","Bom Jesus da Serra"
"Boa Nova","Boa Nova"
"Boninal","Boninal"
"Belmonte","Belmonte"
"Boa Vista do Tupim","Boa Vista do Tupim"
"Bonito","Bonito"
"Bom Jesus da Lapa","Bom Jesus da Lapa"
"Boquira","Boquira"
"Brejolândia","Brejolândia"
"Brotas de Macaúbas","Brotas de Macaúbas"
"Botuporã","Botuporã"
"Buerarema","Buerarema"
"Brumado","Brumado"
"Brejões","Brejões"
"Cabaceiras do Paraguaçu","Cabaceiras do Paraguaçu"
"Caatiba","Caatiba"
"Buritirama","Buritirama"
"Caém","Caém"
"Cachoeira","Cachoeira"
"Caetité","Caetité"
"Caetanos","Caetanos"
"Cairu","Cairu"
"Caculé","Caculé"
"Caldeirão Grande","Caldeirão Grande"
"Cafarnaum","Cafarnaum"
"Camacan","Camacan"
"Camaçari","Camaçari"
"Campo Alegre de Lourdes","Campo Alegre de Lourdes"
"Camamu","Camamu"
"Campo Formoso","Campo Formoso"
"Canavieiras","Canavieiras"
"Candeal","Candeal"
"Canarana","Canarana"
"Candiba","Candiba"
"Canápolis","Canápolis"
"Cansanção","Cansanção"
"Candeias","Candeias"
"Cândido Sales","Cândido Sales"
"Capela do Alto Alegre","Capela do Alto Alegre"
"Caravelas","Caravelas"
"Caraíbas","Caraíbas"
"Capim Grosso","Capim Grosso"
"Canudos","Canudos"
"Cardeal da Silva","Cardeal da Silva"
"Castro Alves","Castro Alves"
"Carinhanha","Carinhanha"
"Catolândia","Catolândia"
"Catu","Catu"
"Central","Central"
"Casa Nova","Casa Nova"
"Chorrochó","Chorrochó"
"Cícero Dantas","Cícero Dantas"
"Caturama","Caturama"
"Cipó","Cipó"
"Coaraci","Coaraci"
"Conceição da Feira","Conceição da Feira"
"Conceição do Coité","Conceição do Coité"
"Conceição do Almeida","Conceição do Almeida"
"Conceição do Jacuípe","Conceição do Jacuípe"
"Conde","Conde"
"Condeúba","Condeúba"
"Coração de Maria","Coração de Maria"
"Contendas do Sincorá","Contendas do Sincorá"
"Cordeiros","Cordeiros"
"Coronel João Sá","Coronel João Sá"
"Cocos","Cocos"
"Coribe","Coribe"
"Cravolândia","Cravolândia"
"Correntina","Correntina"
"Crisópolis","Crisópolis"
"Cotegipe","Cotegipe"
"Cristópolis","Cristópolis"
"Cruz das Almas","Cruz das Almas"
"Dias d'Ávila","Dias d'Ávila"
"Dário Meira","Dário Meira"
"Dom Basílio","Dom Basílio"
"Elísio Medrado","Elísio Medrado"
"Dom Macedo Costa","Dom Macedo Costa"
"Encruzilhada","Encruzilhada"
"Érico Cardoso","Érico Cardoso"
"Entre Rios","Entre Rios"
"Euclides da Cunha","Euclides da Cunha"
"Curaçá","Curaçá"
"Eunápolis","Eunápolis"
"Feira da Mata","Feira da Mata"
"Esplanada","Esplanada"
"Fátima","Fátima"
"Feira de Santana","Feira de Santana"
"Floresta Azul","Floresta Azul"
"Filadélfia","Filadélfia"
"Firmino Alves","Firmino Alves"
"Formosa do Rio Preto","Formosa do Rio Preto"
"Gavião","Gavião"
"Gentio do Ouro","Gentio do Ouro"
"Governador Mangabeira","Governador Mangabeira"
"Gongogi","Gongogi"
"Guajeru","Guajeru"
"Glória","Glória"
"Guaratinga","Guaratinga"
"Heliópolis","Heliópolis"
"Guanambi","Guanambi"
"Iaçu","Iaçu"
"Ibiassucê","Ibiassucê"
"Gandu","Gandu"
"Ibicuí","Ibicuí"
"Ibicaraí","Ibicaraí"
"Ibipitanga","Ibipitanga"
"Ibipeba","Ibipeba"
"Ibicoara","Ibicoara"
"Ibirapitanga","Ibirapitanga"
"Ibiquera","Ibiquera"
"Ibirataia","Ibirataia"
"Ibitiara","Ibitiara"
"Ibotirama","Ibotirama"
"Ibititá","Ibititá"
"Ibirapuã","Ibirapuã"
"Ichu","Ichu"
"Igrapiúna","Igrapiúna"
"Igaporã","Igaporã"
"Inhambupe","Inhambupe"
"Iguaí","Iguaí"
"Ipecaetá","Ipecaetá"
"Ipiaú","Ipiaú"
"Ilhéus","Ilhéus"
"Ipupiara","Ipupiara"
"Irajuba","Irajuba"
"Iramaia","Iramaia"
"Irará","Irará"
"Iraquara","Iraquara"
"Itabela","Itabela"
"Irecê","Irecê"
"Itaberaba","Itaberaba"
"Ipirá","Ipirá"
"Itacaré","Itacaré"
"Itagi","Itagi"
"Itabuna","Itabuna"
"Itagibá","Itagibá"
"Itagimirim","Itagimirim"
"Itaguaçu da Bahia","Itaguaçu da Bahia"
"Itamaraju","Itamaraju"
"Itaju do Colônia","Itaju do Colônia"
"Itaeté","Itaeté"
"Itajuípe","Itajuípe"
"Itamari","Itamari"
"Itanagra","Itanagra"
"Itaparica","Itaparica"
"Itanhém","Itanhém"
"Itapé","Itapé"
"Itambé","Itambé"
"Itapetinga","Itapetinga"
"Itapitanga","Itapitanga"
"Itapicuru","Itapicuru"
"Itarantim","Itarantim"
"Itatim","Itatim"
"Itapebi","Itapebi"
"Itaquara","Itaquara"
"Itororó","Itororó"
"Itiruçu","Itiruçu"
"Itiúba","Itiúba"
"Iuiu","Iuiu"
"Ituaçu","Ituaçu"
"Ituberá","Ituberá"
"Jaborandi","Jaborandi"
"Jacobina","Jacobina"
"Jacaraci","Jacaraci"
"Jaguaquara","Jaguaquara"
"Jaguarari","Jaguarari"
"Jandaíra","Jandaíra"
"Jaguaripe","Jaguaripe"
"Jequié","Jequié"
"Jiquiriçá","Jiquiriçá"
"João Dourado","João Dourado"
"Jeremoabo","Jeremoabo"
"Jitaúna","Jitaúna"
"Jucuruçu","Jucuruçu"
"Jussara","Jussara"
"Juazeiro","Juazeiro"
"Jussiape","Jussiape"
"Laje","Laje"
"Lagoa Real","Lagoa Real"
"Lafaiete Coutinho","Lafaiete Coutinho"
"Lajedinho","Lajedinho"
"Lajedão","Lajedão"
"Lajedo do Tabocal","Lajedo do Tabocal"
"Lamarão","Lamarão"
"Lauro de Freitas","Lauro de Freitas"
"Lapão","Lapão"
"Lençóis","Lençóis"
"Licínio de Almeida","Licínio de Almeida"
"Livramento de Nossa Senhora","Livramento de Nossa Senhora"
"Macajuba","Macajuba"
"Luís Eduardo Magalhães","Luís Eduardo Magalhães"
"Macaúbas","Macaúbas"
"Macarani","Macarani"
"Macururé","Macururé"
"Madre de Deus","Madre de Deus"
"Maetinga","Maetinga"
"Maiquinique","Maiquinique"
"Mairi","Mairi"
"Malhada de Pedras","Malhada de Pedras"
"Manoel Vitorino","Manoel Vitorino"
"Malhada","Malhada"
"Maracás","Maracás"
"Mansidão","Mansidão"
"Maragogipe","Maragogipe"
"Marcionílio Souza","Marcionílio Souza"
"Jussari","Jussari"
"Mascote","Mascote"
"Mata de São João","Mata de São João"
"Medeiros Neto","Medeiros Neto"
"Matina","Matina"
"Miguel Calmon","Miguel Calmon"
"Maraú","Maraú"
"Milagres","Milagres"
"Monte Santo","Monte Santo"
"Mirante","Mirante"
"Mirangaba","Mirangaba"
"Morro do Chapéu","Morro do Chapéu"
"Morpará","Morpará"
"Mortugaba","Mortugaba"
"Mulungu do Morro","Mulungu do Morro"
"Mucugê","Mucugê"
"Mucuri","Mucuri"
"Mundo Novo","Mundo Novo"
"Muquém do São Francisco","Muquém do São Francisco"
"Muniz Ferreira","Muniz Ferreira"
"Mutuípe","Mutuípe"
"Nilo Peçanha","Nilo Peçanha"
"Nazaré","Nazaré"
"Muritiba","Muritiba"
"Nova Canaã","Nova Canaã"
"Nova Fátima","Nova Fátima"
"Nordestina","Nordestina"
"Nova Ibiá","Nova Ibiá"
"Nova Redenção","Nova Redenção"
"Nova Viçosa","Nova Viçosa"
"Nova Soure","Nova Soure"
"Nova Itarana","Nova Itarana"
"Novo Horizonte","Novo Horizonte"
"Olindina","Olindina"
"Novo Triunfo","Novo Triunfo"
"Palmas de Monte Alto","Palmas de Monte Alto"
"Oliveira dos Brejinhos","Oliveira dos Brejinhos"
"Palmeiras","Palmeiras"
"Ouriçangas","Ouriçangas"
"Paratinga","Paratinga"
"Ourolândia","Ourolândia"
"Paripiranga","Paripiranga"
"Paramirim","Paramirim"
"Pau Brasil","Pau Brasil"
"Paulo Afonso","Paulo Afonso"
"Pé de Serra","Pé de Serra"
"Pedro Alexandre","Pedro Alexandre"
"Pilão Arcado","Pilão Arcado"
"Piatã","Piatã"
"Pedrão","Pedrão"
"Pindobaçu","Pindobaçu"
"Piraí do Norte","Piraí do Norte"
"Pintadas","Pintadas"
"Pindaí","Pindaí"
"Piritiba","Piritiba"
"Planaltino","Planaltino"
"Planalto","Planalto"
"Piripá","Piripá"
"Poções","Poções"
"Pojuca","Pojuca"
"Ponto Novo","Ponto Novo"
"Potiraguá","Potiraguá"
"Porto Seguro","Porto Seguro"
"Prado","Prado"
"Presidente Dutra","Presidente Dutra"
"Presidente Jânio Quadros","Presidente Jânio Quadros"
"Quixabeira","Quixabeira"
"Quijingue","Quijingue"
"Presidente Tancredo Neves","Presidente Tancredo Neves"
"Remanso","Remanso"
"Queimadas","Queimadas"
"Rafael Jambeiro","Rafael Jambeiro"
"Riachão das Neves","Riachão das Neves"
"Riachão do Jacuípe","Riachão do Jacuípe"
"Ribeira do Amparo","Ribeira do Amparo"
"Retirolândia","Retirolândia"
"Ribeira do Pombal","Ribeira do Pombal"
"Ribeirão do Largo","Ribeirão do Largo"
"Riacho de Santana","Riacho de Santana"
"Rio do Pires","Rio do Pires"
"Rio do Antônio","Rio do Antônio"
"Rio de Contas","Rio de Contas"
"Ruy Barbosa","Ruy Barbosa"
"Rio Real","Rio Real"
"Salinas da Margarida","Salinas da Margarida"
"Santa Brígida","Santa Brígida"
"Rodelas","Rodelas"
"Santa Cruz Cabrália","Santa Cruz Cabrália"
"Santa Inês","Santa Inês"
"Santa Bárbara","Santa Bárbara"
"Santa Cruz da Vitória","Santa Cruz da Vitória"
"Santa Maria da Vitória","Santa Maria da Vitória"
"Salvador","Salvador"
"Santa Luzia","Santa Luzia"
"Santa Rita de Cássia","Santa Rita de Cássia"
"Santaluz","Santaluz"
"Santa Terezinha","Santa Terezinha"
"Santanópolis","Santanópolis"
"Santana","Santana"
"Santo Amaro","Santo Amaro"
"São Desidério","São Desidério"
"Santo Antônio de Jesus","Santo Antônio de Jesus"
"Santo Estêvão","Santo Estêvão"
"São Domingos","São Domingos"
"São Félix do Coribe","São Félix do Coribe"
"São Francisco do Conde","São Francisco do Conde"
"São Félix","São Félix"
"São Gonçalo dos Campos","São Gonçalo dos Campos"
"São Gabriel","São Gabriel"
"São José do Jacuípe","São José do Jacuípe"
"São Felipe","São Felipe"
"São Miguel das Matas","São Miguel das Matas"
"São Sebastião do Passé","São Sebastião do Passé"
"Sátiro Dias","Sátiro Dias"
"Sapeaçu","Sapeaçu"
"São José da Vitória","São José da Vitória"
"Seabra","Seabra"
"Saúde","Saúde"
"Sebastião Laranjeiras","Sebastião Laranjeiras"
"Senhor do Bonfim","Senhor do Bonfim"
"Sento Sé","Sento Sé"
"Serra do Ramalho","Serra do Ramalho"
"Serra Preta","Serra Preta"
"Serra Dourada","Serra Dourada"
"Saubara","Saubara"
"Serrolândia","Serrolândia"
"Serrinha","Serrinha"
"Sítio do Mato","Sítio do Mato"
"Sítio do Quinto","Sítio do Quinto"
"Simões Filho","Simões Filho"
"Sobradinho","Sobradinho"
"Tabocas do Brejo Velho","Tabocas do Brejo Velho"
"Tanhaçu","Tanhaçu"
"Tanque Novo","Tanque Novo"
"Taperoá","Taperoá"
"Tanquinho","Tanquinho"
"Souto Soares","Souto Soares"
"Teixeira de Freitas","Teixeira de Freitas"
"Tapiramutá","Tapiramutá"
"Teodoro Sampaio","Teodoro Sampaio"
"Terra Nova","Terra Nova"
"Teolândia","Teolândia"
"Teofilândia","Teofilândia"
"Uauá","Uauá"
"Tremedal","Tremedal"
"Ubaitaba","Ubaitaba"
"Tucano","Tucano"
"Ubaíra","Ubaíra"
"Uibaí","Uibaí"
"Umburanas","Umburanas"
"Una","Una"
"Urandi","Urandi"
"Uruçuca","Uruçuca"
"Utinga","Utinga"
"Valença","Valença"
"Valente","Valente"
"Várzea da Roça","Várzea da Roça"
"Várzea do Poço","Várzea do Poço"
"Varzedo","Varzedo"
"Várzea Nova","Várzea Nova"
"Vitória da Conquista","Vitória da Conquista"
"Vera Cruz","Vera Cruz"
"Ubatã","Ubatã"
"Wanderley","Wanderley"
"Wagner","Wagner"
"Xique-Xique","Xique-Xique"
"Wenceslau Guimarães","Wenceslau Guimarães"
"Vereda","Vereda"
"Abaeté","Abaeté"
"Abadia dos Dourados","Abadia dos Dourados"
"Açucena","Açucena"
"Acaiaca","Acaiaca"
"Água Boa","Água Boa"
"Abre Campo","Abre Campo"
"Água Comprida","Água Comprida"
"Águas Formosas","Águas Formosas"
"Águas Vermelhas","Águas Vermelhas"
"Aguanil","Aguanil"
"Aiuruoca","Aiuruoca"
"Albertina","Albertina"
"Alagoa","Alagoa"
"Aimorés","Aimorés"
"Além Paraíba","Além Paraíba"
"Alfredo Vasconcelos","Alfredo Vasconcelos"
"Alpercata","Alpercata"
"Almenara","Almenara"
"Alpinópolis","Alpinópolis"
"Alfenas","Alfenas"
"Alto Caparaó","Alto Caparaó"
"Alto Jequitibá","Alto Jequitibá"
"Alterosa","Alterosa"
"Alvarenga","Alvarenga"
"Alvinópolis","Alvinópolis"
"Alvorada de Minas","Alvorada de Minas"
"Andradas","Andradas"
"Alto Rio Doce","Alto Rio Doce"
"Amparo do Serra","Amparo do Serra"
"Antônio Carlos","Antônio Carlos"
"Andrelândia","Andrelândia"
"Angelândia","Angelândia"
"Antônio Prado de Minas","Antônio Prado de Minas"
"Araçaí","Araçaí"
"Antônio Dias","Antônio Dias"
"Araguari","Araguari"
"Araçuaí","Araçuaí"
"Arantina","Arantina"
"Aracitaba","Aracitaba"
"Araporã","Araporã"
"Araponga","Araponga"
"Araxá","Araxá"
"Araújos","Araújos"
"Arceburgo","Arceburgo"
"Argirita","Argirita"
"Arapuá","Arapuá"
"Arcos","Arcos"
"Areado","Areado"
"Aricanduva","Aricanduva"
"Arinos","Arinos"
"Ataléia","Ataléia"
"Augusto de Lima","Augusto de Lima"
"Baependi","Baependi"
"Astolfo Dutra","Astolfo Dutra"
"Baldim","Baldim"
"Bandeira","Bandeira"
"Bandeira do Sul","Bandeira do Sul"
"Barão de Cocais","Barão de Cocais"
"Barbacena","Barbacena"
"Barão de Monte Alto","Barão de Monte Alto"
"Barroso","Barroso"
"Bambuí","Bambuí"
"Barra Longa","Barra Longa"
"Bela Vista de Minas","Bela Vista de Minas"
"Belo Oriente","Belo Oriente"
"Belo Horizonte","Belo Horizonte"
"Belo Vale","Belo Vale"
"Berilo","Berilo"
"Berizal","Berizal"
"Belmiro Braga","Belmiro Braga"
"Bertópolis","Bertópolis"
"Bias Fortes","Bias Fortes"
"Boa Esperança","Boa Esperança"
"Biquinhas","Biquinhas"
"Bocaina de Minas","Bocaina de Minas"
"Bocaiúva","Bocaiúva"
"Betim","Betim"
"Bicas","Bicas"
"Bom Despacho","Bom Despacho"
"Bom Jesus do Amparo","Bom Jesus do Amparo"
"Bom Jardim de Minas","Bom Jardim de Minas"
"Bom Jesus da Penha","Bom Jesus da Penha"
"Bom Repouso","Bom Repouso"
"Bom Sucesso","Bom Sucesso"
"Bom Jesus do Galho","Bom Jesus do Galho"
"Bonfinópolis de Minas","Bonfinópolis de Minas"
"Borda da Mata","Borda da Mata"
"Bonfim","Bonfim"
"Botelhos","Botelhos"
"Bonito de Minas","Bonito de Minas"
"Brasilândia de Minas","Brasilândia de Minas"
"Botumirim","Botumirim"
"Brasília de Minas","Brasília de Minas"
"Brazópolis","Brazópolis"
"Brás Pires","Brás Pires"
"Braúnas","Braúnas"
"Buenópolis","Buenópolis"
"Bueno Brandão","Bueno Brandão"
"Brumadinho","Brumadinho"
"Bugre","Bugre"
"Buritis","Buritis"
"Cabeceira Grande","Cabeceira Grande"
"Cachoeira da Prata","Cachoeira da Prata"
"Buritizeiro","Buritizeiro"
"Cachoeira de Minas","Cachoeira de Minas"
"Cachoeira de Pajeú","Cachoeira de Pajeú"
"Cachoeira Dourada","Cachoeira Dourada"
"Caetanópolis","Caetanópolis"
"Caeté","Caeté"
"Caiana","Caiana"
"Cabo Verde","Cabo Verde"
"Camacho","Camacho"
"Cajuri","Cajuri"
"Camanducaia","Camanducaia"
"Cambuquira","Cambuquira"
"Caldas","Caldas"
"Cambuí","Cambuí"
"Campanha","Campanha"
"Campestre","Campestre"
"Campo Azul","Campo Azul"
"Campina Verde","Campina Verde"
"Campo Belo","Campo Belo"
"Campo do Meio","Campo do Meio"
"Campos Altos","Campos Altos"
"Campo Florido","Campo Florido"
"Campanário","Campanário"
"Canaã","Canaã"
"Cana Verde","Cana Verde"
"Canápolis","Canápolis"
"Cantagalo","Cantagalo"
"Campos Gerais","Campos Gerais"
"Capela Nova","Capela Nova"
"Candeias","Candeias"
"Caparaó","Caparaó"
"Capelinha","Capelinha"
"Capim Branco","Capim Branco"
"Capetinga","Capetinga"
"Capinópolis","Capinópolis"
"Capitão Andrade","Capitão Andrade"
"Caputira","Caputira"
"Capitólio","Capitólio"
"Caranaíba","Caranaíba"
"Capitão Enéas","Capitão Enéas"
"Carandaí","Carandaí"
"Carangola","Carangola"
"Caraí","Caraí"
"Carbonita","Carbonita"
"Careaçu","Careaçu"
"Caratinga","Caratinga"
"Carmo da Cachoeira","Carmo da Cachoeira"
"Carlos Chagas","Carlos Chagas"
"Carmo de Minas","Carmo de Minas"
"Carmo do Cajuru","Carmo do Cajuru"
"Carmésia","Carmésia"
